mateo retegui,https://www.futbin.com/25/player/60040/mateo-reteguihttps://www.futwiz.com/en/fc25/player/mateo-retegui/23069,,tots,1
nicolo barella,https://www.futbin.com/25/player/60042/nicolo-barella,https://www.futwiz.com/en/fc25/player/nicolo-barella/23076,tots,1
sophia wilson,https://www.futbin.com/25/player/60044/sophia-wilson,https://www.futwiz.com/en/fc25/player/sophia-wilson/23071,tots,1
moise kean,https://www.futbin.com/25/player/60046/moise-kean,https://www.futwiz.com/en/fc25/player/moise-kean/23074,tots,1
mctominay,https://www.futbin.com/25/player/60049/scott-mctominay,https://www.futwiz.com/en/fc25/player/scott-mctominay/23073,tots,1
bethune,https://www.futbin.com/25/player/60050/croix-bethune,https://www.futwiz.com/en/fc25/player/croix-bethune/23075,tots,1
orsolini,https://www.futbin.com/25/player/60051/riccardo-orsolini,https://www.futwiz.com/en/fc25/player/riccardo-orsolini/23070,tots,1
marta,https://www.futbin.com/25/player/60052/marta-vieira-da-silva,https://www.futwiz.com/en/fc25/player/marta/23077,tots,1
Barbra Banda,https://www.futbin.com/25/player/60053/barbra-banda,https://www.futwiz.com/en/fc25/player/barbra-banda/23078,tots,1
rodman,https://www.futbin.com/25/player/60056/trinity-rodman,https://www.futwiz.com/en/fc25/player/trinity-rodman/23079,tots,1
dimarco,https://www.futbin.com/25/player/60057/federico-dimarco,https://www.futwiz.com/en/fc25/player/federico-dimarco/23080,tots,1
reijnders,https://www.futbin.com/25/player/60059/tijjani-reijnders,https://www.futwiz.com/en/fc25/player/tijjani-reijnders/23122,tots,1
berger,https://www.futbin.com/25/player/60060/ann-katrin-berger,https://www.futwiz.com/en/fc25/player/ann-katrin-berger/23084,tots,1
di lorenzo,https://www.futbin.com/25/player/60062/giovanni-di-lorenzo,https://www.futwiz.com/en/fc25/player/giovanni-di-lorenzo/23088,tots,1
degea,https://www.futbin.com/25/player/60063/de-gea-quintana,https://www.futwiz.com/en/fc25/player/david-de-gea/23093,tots,1
alessandro buongiorno,https://www.futbin.com/25/player/60065/alessandro-buongiorno,https://www.futwiz.com/en/fc25/player/alessandro-buongiorno/23095,tots,1
christianpulisic,https://www.futbin.com/25/player/60067/christian-pulisic,https://www.futwiz.com/en/fc25/player/christian-pulisic/23087,tots,1
mattia zaccagni,https://www.futbin.com/25/player/60068/mattia-zaccagni,https://www.futwiz.com/en/fc25/player/mattia-zaccagni/23097,tots,1
ademola lookman,https://www.futbin.com/25/player/60069/ademola-lookman,https://www.futwiz.com/en/fc25/player/ademola-lookman/23092,tots,1
romelu lukaku,https://www.futbin.com/25/player/60070/romelu-lukaku,https://www.futwiz.com/en/fc25/player/romelu-lukaku/23091,tots,1
marcus thuram,https://www.futbin.com/25/player/60084/marcus-thuram,https://www.futwiz.com/en/fc25/player/marcus-thuram/23100,tots highlights,1
khephren thuram,https://www.futbin.com/25/player/60085/khephren-thuram,https://www.futwiz.com/en/fc25/player/khephren-thuram/23098,tots highlights,1
CRISTIANA GIRELLI,https://www.futbin.com/25/player/60087/cristiana-girelli,https://www.futwiz.com/en/fc25/player/cristiana-girelli/23106,tots highlights,1
XHERDAN SHAQIRI,https://www.futbin.com/25/player/60054/xherdan-shaqiri,https://www.futwiz.com/en/fc25/player/xherdan-shaqiri/23072,tots,1
DAIZEN MAEDA,https://www.futbin.com/25/player/60064/daizen-maeda,https://www.futwiz.com/en/fc25/player/daizen-maeda/23096,tots,1
jonathan tah,https://www.futbin.com/25/player/59967/jonathan-tah,https://www.futwiz.com/en/fc25/player/jonathan-tah/22999,tots,1
florian wirtz,https://www.futbin.com/25/player/59973/florian-wirtz,https://www.futwiz.com/en/fc25/player/florian-wirtz/23008,tots,1
dusan tadic,https://www.futbin.com/25/player/59975/dusan-tadic,https://www.futwiz.com/en/fc25/player/dusan-tadic/23004,tots,1
michael olise,https://www.futbin.com/25/player/59976/michael-olise,https://www.futwiz.com/en/fc25/player/michael-olise/23002,tots,1
svenja huth,https://www.futbin.com/25/player/59977/svenja-huth,https://www.futwiz.com/en/fc25/player/svenja-huth/23005,tots,1
jamal musiala,https://www.futbin.com/25/player/59978/jamal-musiala,https://www.futwiz.com/en/fc25/player/jamal-musiala/23006,tots,1
davinson sanchez,https://www.futbin.com/25/player/59979/davinson-sanchez,https://www.futwiz.com/en/fc25/player/davinson-sanchez/23007,tots,1
alphonso davies,https://www.futbin.com/25/player/59980/alphonso-davies,https://www.futwiz.com/en/fc25/player/alphonso-davies/23003,tots,1
laura freigang,https://www.futbin.com/25/player/59981/laura-freigang,https://www.futwiz.com/en/fc25/player/laura-freigang/23001,tots,1
grimaldo,https://www.futbin.com/25/player/59982/alejandro-grimaldo-garcia,https://www.futwiz.com/en/fc25/player/grimaldo/23014,tots,1
dayot upamecano,https://www.futbin.com/25/player/59983/dayot-upamecano,https://www.futwiz.com/en/fc25/player/dayot-upamecano/23016,tots,1
lineth beerensteyn,https://www.futbin.com/25/player/59984/lineth-beerensteyn,https://www.futwiz.com/en/fc25/player/lineth-beerensteyn/23009,tots,1
joshua kimmich,https://www.futbin.com/25/player/59985/joshua-kimmich,https://www.futwiz.com/en/fc25/player/joshua-kimmich/23017,tots,1
alexandra popp,https://www.futbin.com/25/player/59986/alexandra-popp,https://www.futwiz.com/en/fc25/player/alexandra-popp/23010,tots,1
klara buhl,https://www.futbin.com/25/player/59987/klara-buhl,https://www.futwiz.com/en/fc25/player/klara-buhl/23012,tots,1
patrik schick,https://www.futbin.com/25/player/59988/patrik-schick,https://www.futwiz.com/en/fc25/player/patrik-schick/23013,tots,1
fred,https://www.futbin.com/25/player/59989/frederico-de-paula-santos,https://www.futwiz.com/en/fc25/player/fred/23018,tots,1
nico schlotterbeck,https://www.futbin.com/25/player/59994/nico-schlotterbeck,https://www.futwiz.com/en/fc25/player/nico-schlotterbeck/23027,tots,1
hugo ekitike,https://www.futbin.com/25/player/59995/hugo-ekitike,https://www.futwiz.com/en/fc25/player/hugo-ekitike/23032,tots,1
rafa,https://www.futbin.com/25/player/59996/rafael-a-ferreira-silva,https://www.futwiz.com/en/fc25/player/rafa/23026,tots,1
piero hincapie,https://www.futbin.com/25/player/59997/piero-hincapie,https://www.futwiz.com/en/fc25/player/piero-hincapie/23024,tots,1
edin visca,https://www.futbin.com/25/player/59998/edin-visca,https://www.futwiz.com/en/fc25/player/edin-visca/23025,tots,1
robin zentner,https://www.futbin.com/25/player/59999/robin-zentner,https://www.futwiz.com/en/fc25/player/robin-zentner/23020,tots,1
serhou guirassy,https://www.futbin.com/25/player/60000/serhou-guirassy,https://www.futwiz.com/en/fc25/player/serhou-guirassy/23029,tots,1
lara prasnikar,https://www.futbin.com/25/player/60011/lara-prasnikar,https://www.futwiz.com/en/fc25/player/lara-prasnikar/23023,tots highlights,1
talisca,https://www.futbin.com/25/player/60012/anderson-souza-conceicao,https://www.futwiz.com/en/fc25/player/anderson-talisca/23031,tots highlights,1
arthur masuaku,https://www.futbin.com/25/player/60002/arthur-masuaku,https://www.futwiz.com/en/fc25/player/arthur-masuaku/23036,tots,1
Jamie Bynoe-Gittens,https://www.futbin.com/25/player/60013/jamie-gittens,https://www.futwiz.com/en/fc25/player/jamie-bynoe-gittens/23038,tots highlights,1
lindsey horan,https://www.futbin.com/25/player/59494/lindsey-horan,https://www.futwiz.com/en/fc25/player/lindsey-horan/22847,tots,1
khadija shaw,https://www.futbin.com/25/player/59582/khadija-shaw,https://www.futwiz.com/en/fc25/player/khadija-shaw/22923,tots,1
bradley barcola,https://www.futbin.com/25/player/59496/bradley-barcola,https://www.futwiz.com/en/fc25/player/bradley-barcola/22850,tots,1
joao neves,https://www.futbin.com/25/player/59497/joao-pedro-goncalves-neves,https://www.futwiz.com/en/fc25/player/joao-neves/22851,tots,1
sem steijn,https://www.futbin.com/25/player/59500/sem-steijn,https://www.futwiz.com/en/fc25/player/sem-steijn/22849,tots,1
clara mateo,https://www.futbin.com/25/player/59502/clara-mateo,https://www.futwiz.com/en/fc25/player/clara-mateo/22848,tots,1
tabitha chawinga,https://www.futbin.com/25/player/59504/tabitha-chawinga,https://www.futwiz.com/en/fc25/player/tabitha-chawinga/22852,tots,1
declan rice,https://www.futbin.com/25/player/59587/declan-rice,https://www.futwiz.com/en/fc25/player/declan-rice/22929,tots,1
erling haaland,https://www.futbin.com/25/player/59590/erling-haaland,https://www.futwiz.com/en/fc25/player/erling-haaland/22925,tots,1
alexander isak,https://www.futbin.com/25/player/59593/alexander-isak,https://www.futwiz.com/en/fc25/player/alexander-isak/22928,tots,1
ao tanaka,https://www.futbin.com/25/player/59594/ao-tanaka,https://www.futwiz.com/en/fc25/player/ao-tanaka/22930,tots,1
mariona,https://www.futbin.com/25/player/59595/maria-francesca-caldentey-oliver,https://www.futwiz.com/en/fc25/player/mariona/22926,tots,1
alessia russo,https://www.futbin.com/25/player/59596/alessia-russo,https://www.futwiz.com/en/fc25/player/alessia-russo/22931,tots,1
nuno mendes,https://www.futbin.com/25/player/59505/nuno-alexandre-tavares-mendes,https://www.futwiz.com/en/fc25/player/nuno-mendes/22855,tots,1
vitinha,https://www.futbin.com/25/player/59506/vitor-machado-ferreira,https://www.futwiz.com/en/fc25/player/vitinha/22862,tots,1
rayan cherki,https://www.futbin.com/25/player/59507/rayan-cherki,https://www.futwiz.com/en/fc25/player/rayan-cherki/22859,tots,1
wendie renard,https://www.futbin.com/25/player/59508/wendie-renard,https://www.futwiz.com/en/fc25/player/wendie-renard/22865,tots,1
noa lang,https://www.futbin.com/25/player/59509/noa-lang,https://www.futwiz.com/en/fc25/player/noa-lang/22854,tots,1
willian pacho,https://www.futbin.com/25/player/59510/willian-pacho,https://www.futwiz.com/en/fc25/player/willian-pacho/22857,tots,1
sakina karchaoui,https://www.futbin.com/25/player/59511/sakina-karchaoui,https://www.futwiz.com/en/fc25/player/sakina-karchaoui/22853,tots,1
melchie dumornay,https://www.futbin.com/25/player/59512/melchie-dumornay,https://www.futwiz.com/en/fc25/player/melchie-dumornay/22860,tots,1
olivier boscagli,https://www.futbin.com/25/player/59513/olivier-boscagli,https://www.futwiz.com/en/fc25/player/olivier-boscagli/22861,tots,1
amel majri,https://www.futbin.com/25/player/59539/amel-majri,https://www.futwiz.com/en/fc25/player/amel-majri/22856,tots highlights,1
mika biereth,https://www.futbin.com/25/player/59540/mika-biereth,https://www.futwiz.com/en/fc25/player/mika-biereth/22864,tots highlights,1
ryan gravenberch,https://www.futbin.com/25/player/59597/ryan-gravenberch,https://www.futwiz.com/en/fc25/player/ryan-gravenberch/22939,tots,1
pierre emile hojbjerg,https://www.futbin.com/25/player/59531/pierre-emile-hojbjerg,https://www.futwiz.com/en/fc25/player/pierre-emile-hojbjerg/22886,tots,1
